title,company,location,link
Sensing and Algorithms Engineer,Tanvas,"Chicago, IL",https://www.indeed.com/viewJob?jk=ba3395ba7b49c7b9
System Administrator,Plantek Consulting LLC,"Oakbrook Terrace, IL",https://www.indeed.com/viewJob?jk=90ee3d15b9dd4a8d
"Specialist, Client Service Lead – Front Office Solutions",Northern Trust Corp.,"Chicago, IL",https://www.indeed.com/viewJob?jk=fc58f564673441cd
Software Test Engineer,Ocient,"Chicago, IL",https://www.indeed.com/viewJob?jk=8a21794e84a91633
Senior HFT Futures Quantitative Research Scientist,Quantlab,"Chicago, IL",https://www.indeed.com/viewJob?jk=ee32b0c80fd3dcd1
Software Engineer,OppLoans,"Chicago, IL",https://www.indeed.com/viewJob?jk=72f7c12bf6327b24
Web Development Instructor,Code Platoon,"Chicago, IL",https://www.indeed.com/viewJob?jk=2a0a5bec725a1c91
Network Security Analyst,onShore,"Chicago, IL",https://www.indeed.com/viewJob?jk=aab46cf055282bae
Business Analytics & Market Insights Manager,Kraft Heinz Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=aad2c3ba413cfffa
Machine Learning Ops Engineer,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=5c859c1ba5c30063
QA Analyst - Customer Systems,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=70b9ee47ca896259
"Portfolio Construction Group, Risk Analyst",CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=4a0e0caff48520a0
Trade Support Engineer,Geneva Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=eef81370f6e7f9aa
CHI - Software Architecture & Engineering,Daugherty Business Solutions,"Oakbrook Terrace, IL",https://www.indeed.com/viewJob?jk=0ef905dd814e53c3
Consultant,Pariveda Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=cab46bdd2ee3fb11
Business Intelligence Analyst II,Axiom,"Chicago, IL",https://www.indeed.com/viewJob?jk=3a56c73753b2b377
BUSINESS INTELLIGENCE AND DATA SCIENCE ENGINEER,Continuus Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=8e253515150fa9eb
Data Scientist,Care Advisors Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f226dd1b1b03aa0
"Senior Associate, Marketing Science",OMD,"Chicago, IL",https://www.indeed.com/viewJob?jk=94fe8033dfdcca7c
Embedded Software Engineer,Drift Net Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=43adbd3231470dfe
Senior Software Engineer,Narrative Science,"Chicago, IL",https://www.indeed.com/viewJob?jk=1508d916f0f1b1d5
Trading Systems Support Analyst,Belvedere Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=4e8ef320d854955b
Development - C++ Internship: Summer 2021,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=602f66a96deb491a
Research Specialist 1,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=8694da3699431db1
Sr. Research Technician,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=9c41c346f7afe7eb
Data Strategy Analyst - Tempus Life Sciences,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=f0de0b40a6191e0a
"Direct Trading Support Engineer, Weekend Shift",Jump Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=7ee18a57734c18a7
Systematic Trader,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=26e6df7d0210a45c
Software Engineering Intern – Summer 2021,CACI,"Lisle, IL",https://www.indeed.com/viewJob?jk=95685a93df0353b0
Hadoop Developer,"Trigent Software, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=1e8436db8a71db9c
Machine Learning Engineer Inter/Sr (visa sponsorship for Canada),Québec Immigration Office,"Chicago, IL",https://www.indeed.com/viewJob?jk=2fabb05734b27270
Senior Equity Sales Trader,"Blaylock Van, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=a571dddd1b005db0
Analytics Engineer,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=e3bac3a2e4bfe293
Junior Quant Trader,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=7a1c400c4924149e
Resident Engineer - XSOAR,Palo Alto Networks,"Chicago, IL",https://www.indeed.com/viewJob?jk=dceaa51911937006
"Senior Technical Artist, Animation",Warner Bros. Entertainment Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=500eef724c00bd33
"Vice President, Financial Planning and Analysis",Oak Street Health,"Chicago, IL",https://www.indeed.com/viewJob?jk=c46998b68b4849cf
Software Developer Python WebUI,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=83263fa5520679cb
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
Data Engineer,Strong Analytics,"Chicago, IL",https://www.indeed.com/viewJob?jk=d959cde5c5bdefb4
Analyst IV Systems - Data Engineering,"Retail Business Services, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=0f689b168cbe595f
Python Machine Learning Engineer,Tiger Analytics,"Chicago, IL",https://www.indeed.com/viewJob?jk=619f46a33fdc1fb3
Data Strategy Analyst - Tempus Life Sciences,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=f0de0b40a6191e0a
Sales Engineer,Virtual Iron,"Chicago, IL",https://www.indeed.com/viewJob?jk=019f0fd59330c0a9
Business Analytics & Market Insights Manager,Kraft Heinz Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=aad2c3ba413cfffa
Associate Security Engineer,bitsio,"Chicago, IL",https://www.indeed.com/viewJob?jk=ad12dc5cef895acd
Research Specialist 1,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=8694da3699431db1
QA Architect,HCL America Inc,"Bolingbrook, IL",https://www.indeed.com/viewJob?jk=68a754b63b9ee835
Simulation Engineer,Engineering USA,"Chicago, IL",https://www.indeed.com/viewJob?jk=915fb2a66314e92e
Trading Systems Support Analyst,Belvedere Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=4e8ef320d854955b
Analytics Engineer,Clearcover,"Chicago, IL",https://www.indeed.com/viewJob?jk=bf0fa7274d2ae28c
Back-End Software Engineer,PEAK6 Shared Services,"Chicago, IL",https://www.indeed.com/viewJob?jk=55a8c62b26ba7f00
Systematic Trader,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=26e6df7d0210a45c
"Vice President, Financial Planning and Analysis",Oak Street Health,"Chicago, IL",https://www.indeed.com/viewJob?jk=c46998b68b4849cf
Data Scientist,Care Advisors Inc,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f226dd1b1b03aa0
100% Remote Scala Consultant,Vaco,"Chicago, IL",https://www.indeed.com/viewJob?jk=d620394705991eac
"Specialist, Client Service Lead – Front Office Solutions",Northern Trust Corp.,"Chicago, IL",https://www.indeed.com/viewJob?jk=fc58f564673441cd
"Senior Software Engineer, Insurance Platform",The Mom Project,"Chicago, IL",https://www.indeed.com/viewJob?jk=a580f83ea803dd4a
Machine Learning Engineer Inter/Sr (visa sponsorship for Canada),Québec Immigration Office,"Chicago, IL",https://www.indeed.com/viewJob?jk=2fabb05734b27270
Analytics Engineer,Numerator,"Chicago, IL",https://www.indeed.com/viewJob?jk=e3bac3a2e4bfe293
Quantitative Researcher / Quantitative Research Analyst,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=5eecf9e1bc7caf0e
Business Intelligence Analyst II,Axiom,"Chicago, IL",https://www.indeed.com/viewJob?jk=3a56c73753b2b377
System Administrator,Plantek Consulting LLC,"Oakbrook Terrace, IL",https://www.indeed.com/viewJob?jk=90ee3d15b9dd4a8d
Project Manager,Codal,"Chicago, IL",https://www.indeed.com/viewJob?jk=7a145af95ea010fa
Systems Engineer (Weekend Night Shift) 20-0407,Relativity,"Chicago, IL",https://www.indeed.com/viewJob?jk=0430c70ceea533a3
"Data Scientist, Advanced Analytics",#TeamGoHealth,"Chicago, IL",https://www.indeed.com/viewJob?jk=ead25de17e0c9224
Software Developer,Backstop Solutions Group LLC,"Chicago, IL",https://www.indeed.com/viewJob?jk=2740091d1ecb8125
Scientific Programmer,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=731c16bc1e704e88
2021 General Business MBA Leadership Program (Full-Time),Discover Financial Services,"Riverwoods, IL",https://www.indeed.com/viewJob?jk=fc7122d9f41743f3
"Quantitative Researcher, Global Quantitative Strategies",CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=3833f20d5e77b102
"Direct Trading Support Engineer, Weekend Shift",Jump Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=7ee18a57734c18a7
Development - C++ Internship: Summer 2021,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=602f66a96deb491a
Machine Learning Engineer,ZLLIUS,"Chicago, IL",https://www.indeed.com/viewJob?jk=1d879d864eb099ca
Linux System Engineer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=9a324c949d191e65
QA Analyst - Customer Systems,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=70b9ee47ca896259
Security and Privacy Analyst,Google,"Chicago, IL",https://www.indeed.com/viewJob?jk=ec814aef5e144f98
Computational Mathematician/Statistician,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=cccb759113f4173a
Software Engineering Intern – Summer 2021,CACI,"Lisle, IL",https://www.indeed.com/viewJob?jk=95685a93df0353b0
BUSINESS INTELLIGENCE AND DATA SCIENCE ENGINEER,Continuus Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=8e253515150fa9eb
Environmental Scientist/Engineer (Jr. Level),Tetra Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=f2afd56ee8bad153
Senior Software Engineer,Lumere,"Chicago, IL",https://www.indeed.com/viewJob?jk=28ffab6f2fdbbb08
Software Engineer,"Vela Trading Systems, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=170050a7b77a4d5d
Senior Equity Sales Trader,"Blaylock Van, LLC","Chicago, IL",https://www.indeed.com/viewJob?jk=a571dddd1b005db0
DevOps Engineer,BRAZE,"Chicago, IL",https://www.indeed.com/viewJob?jk=cb099e0858ea2ffa
Research Data Engineer,Galaxy Tek Hires,"Chicago, IL",https://www.indeed.com/viewJob?jk=b81692cae7c9a413
Business Intelligence Administrator,ServiceNow,"Chicago, IL",https://www.indeed.com/viewJob?jk=559f0ec768840bd7
Bioinformatician I-1,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=f487144a895bc846
Sr. Decision Scientist,"Grubhub Holdings, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=5fb2f8a1b24476f1
Resident Engineer - XSOAR,Palo Alto Networks,"Chicago, IL",https://www.indeed.com/viewJob?jk=dceaa51911937006
SDET Manager,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=3f34738ce0981623
Senior Python Engineer,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=73b3ec4bf183561b
Sr. DevOps Engineer,Housecall Pro,"Chicago, IL",https://www.indeed.com/viewJob?jk=5ce81d7cac37c168
Data Scientist - Environment Modeling,The Climate Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=2f1434bb9ac538fd
Data Scientist Advanced Analytics,FNA,"Chicago, IL",https://www.indeed.com/viewJob?jk=72e6389ed417e58a
Internal Technology Auditor,Google,"Chicago, IL",https://www.indeed.com/viewJob?jk=216d45f67b6cb000
Data Scientist,XSELL Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=f78415a175ed998d
Cloud Systems Engineer,Millennium Trust Company,"Oak Brook, IL",https://www.indeed.com/viewJob?jk=325b647820e37ceb
Business Intelligence Developer,Belvedere Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=104240a76dc69367
Clinical Data Analyst - Rush Westside Community Behavioral Health,Rush University Medical Center,"Chicago, IL",https://www.indeed.com/viewJob?jk=0079fc0aba895a41
Senior Software Engineer- Python & Java,Oracle,"Deerfield, IL",https://www.indeed.com/viewJob?jk=c677820f1405a25d
IT Data Analyst,WestRock,"Woodridge, IL",https://www.indeed.com/viewJob?jk=d1b908acebc854c3
Control Systems Engineer (m/f) – USA (Chicago),Cosylab,"Chicago, IL",https://www.indeed.com/viewJob?jk=e0266ff7f40eeb64
Senior Systems Engineer,Dynamic Signal,"Chicago, IL",https://www.indeed.com/viewJob?jk=ec8c8dddd1c902ad
Senior Test Engineer,Yello,"Chicago, IL",https://www.indeed.com/viewJob?jk=65dc7fa5b04f35c4
Data Analytics Manager,Saggezza,"Chicago, IL",https://www.indeed.com/viewJob?jk=ce03bd2c3d3cd283
Engineering Manager,Braintree,"Chicago, IL",https://www.indeed.com/viewJob?jk=6b8dfa03cfe597c4
Customer Success Engineer,Hologram,"Chicago, IL",https://www.indeed.com/viewJob?jk=c8351cb7392ef227
AI/ML Analyst – Speech Recognition,WALGREENS,"Deerfield, IL",https://www.indeed.com/viewJob?jk=ec6d0eb5e1feaa8d
E15 Senior Data Engineer--Chicago IL,Compass Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=682764bd0d4ca69d
Linux Engineer,infinity,"Chicago, IL",https://www.indeed.com/viewJob?jk=22ba00bcfd05f7fd
Pre-Doctoral Researcher,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=4c9ced36ce6e30d5
R&D Bioinformatics Analyst,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=559d31531a84f93e
"Risk Analyst, Asset Liability Modeling (“ALM”)",CIBC US,"Chicago, IL",https://www.indeed.com/viewJob?jk=7867bdfa0ed7c2d5
Java Software Engineer,PowerReviews,"Chicago, IL",https://www.indeed.com/viewJob?jk=91804dc6857faac3
Senior Data Engineer,Arrive,"Chicago, IL",https://www.indeed.com/viewJob?jk=e32e163ef724cdab
"Quantitative Research Analyst, Global Quantitative Strategies",CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=9bee51e9809df326
"Sr. Business Intelligence Analyst, Pickup",Instacart,"Chicago, IL",https://www.indeed.com/viewJob?jk=9f0a422c0024089e
Analytics Manager,Orbitz,"Chicago, IL",https://www.indeed.com/viewJob?jk=4868c817a0e20174
Lead React Engineer,SpotOn,"Chicago, IL",https://www.indeed.com/viewJob?jk=219fe7ca49e978b4
Quantitative Trader Intern,TransMarket Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=eb87e88168954223
Software Engineer – Macro Risk,Balyasny,"Chicago, IL",https://www.indeed.com/viewJob?jk=95dde9d35aff936a
Integration Engineer,HUB International,"Chicago, IL",https://www.indeed.com/viewJob?jk=c543921bad97ba33
Database Engineer,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=8bb15432380a4d80
Software Engineer - Vendor Data Group,Jump Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=9b53a60857b93cf8
C++ Developer,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=e43ded7aa3c625a3
DevOps Architect,ICF,"Chicago, IL",https://www.indeed.com/viewJob?jk=d8254b361a3ada99
Software Engineer,AllianceChicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=0e0c0c6720c674cb
Senior Cloud Computing Engineer,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=a9adf94793741e44
Data Analyst,Kemper,"Chicago, IL",https://www.indeed.com/viewJob?jk=42940f3b2f38d772
Web Developer,Red Foundry,"Chicago, IL",https://www.indeed.com/viewJob?jk=8ae38d7711b8fad2
C# Developer,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=6450db261f211f57
Data Architect,Q-Centrix,"Chicago, IL",https://www.indeed.com/viewJob?jk=89f939ceea129069
Datacenter Engineer,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=30336770df31c105
Snowflake Architect,Trianz,"Chicago, IL",https://www.indeed.com/viewJob?jk=fe74a2118a00801e
Junior Quantitative Trader,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=8edbfa0afca8362e
Semi-Systematic Trader,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=8fb5337b78047e5b
Strategic Analytics Senior Consultant,Deloitte,"Chicago, IL",https://www.indeed.com/viewJob?jk=aaf36d35501acaa6
Software Engineer II,Vivid Seats,"Chicago, IL",https://www.indeed.com/viewJob?jk=b7d6fbcb3afa7739
Full Stack Developer - Mid Level,Fooda,"Chicago, IL",https://www.indeed.com/viewJob?jk=97625bf0c13ffaa2
Software Engineer,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=523d2a35190a4c9f
Software Developer Python WebUI,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=83263fa5520679cb
Python Developer,Request Technology,"Chicago, IL",https://www.indeed.com/viewJob?jk=61e682d6ec3e55c7
Business Intelligence Tableau Analyst,Guaranteed Rate,"Chicago, IL",https://www.indeed.com/viewJob?jk=c4ce02a5026029d4
Senior Sales Engineer,"Agiloft, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=a6ca70e6245c5259
Data Engineer,Spectrum Communications & Consulting Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=4dc00349fdaaf199
Data Analyst,International Financial Group (IFG),"Chicago, IL",https://www.indeed.com/viewJob?jk=c9079614a35a1ce6
BI Developer,Options Clearing Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=7fb2a9b131e4d1b5
Linux Engineer,infinity,"Chicago, IL",https://www.indeed.com/viewJob?jk=22ba00bcfd05f7fd
Pre-Doctoral Researcher,Argonne National Laboratory,"Lemont, IL",https://www.indeed.com/viewJob?jk=4c9ced36ce6e30d5
R&D Bioinformatics Analyst,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=559d31531a84f93e
"Risk Analyst, Asset Liability Modeling (“ALM”)",CIBC US,"Chicago, IL",https://www.indeed.com/viewJob?jk=7867bdfa0ed7c2d5
Java Software Engineer,PowerReviews,"Chicago, IL",https://www.indeed.com/viewJob?jk=91804dc6857faac3
Senior Data Engineer,Arrive,"Chicago, IL",https://www.indeed.com/viewJob?jk=e32e163ef724cdab
"Quantitative Research Analyst, Global Quantitative Strategies",CITADEL ENTERPRISE EUROPE LIMITED,"Chicago, IL",https://www.indeed.com/viewJob?jk=9bee51e9809df326
"Sr. Business Intelligence Analyst, Pickup",Instacart,"Chicago, IL",https://www.indeed.com/viewJob?jk=9f0a422c0024089e
Analytics Manager,Orbitz,"Chicago, IL",https://www.indeed.com/viewJob?jk=4868c817a0e20174
Lead React Engineer,SpotOn,"Chicago, IL",https://www.indeed.com/viewJob?jk=219fe7ca49e978b4
Quantitative Trader Intern,TransMarket Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=eb87e88168954223
Software Engineer – Macro Risk,Balyasny,"Chicago, IL",https://www.indeed.com/viewJob?jk=95dde9d35aff936a
Integration Engineer,HUB International,"Chicago, IL",https://www.indeed.com/viewJob?jk=c543921bad97ba33
Database Engineer,DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=8bb15432380a4d80
Software Engineer - Vendor Data Group,Jump Trading,"Chicago, IL",https://www.indeed.com/viewJob?jk=9b53a60857b93cf8
SIEM Engineer,Allstate,"Northbrook, IL",https://www.indeed.com/viewJob?jk=c1878531900da5fe
C++ Developer,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=e43ded7aa3c625a3
DevOps Architect,ICF,"Chicago, IL",https://www.indeed.com/viewJob?jk=d8254b361a3ada99
Software Engineer,AllianceChicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=0e0c0c6720c674cb
Senior Cloud Computing Engineer,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=a9adf94793741e44
Data Analyst,Kemper,"Chicago, IL",https://www.indeed.com/viewJob?jk=42940f3b2f38d772
Web Developer,Red Foundry,"Chicago, IL",https://www.indeed.com/viewJob?jk=8ae38d7711b8fad2
C# Developer,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=6450db261f211f57
Data Architect,Q-Centrix,"Chicago, IL",https://www.indeed.com/viewJob?jk=89f939ceea129069
Datacenter Engineer,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=30336770df31c105
Snowflake Architect,Trianz,"Chicago, IL",https://www.indeed.com/viewJob?jk=fe74a2118a00801e
Junior Quantitative Trader,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=8edbfa0afca8362e
Semi-Systematic Trader,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=8fb5337b78047e5b
Strategic Analytics Senior Consultant,Deloitte,"Chicago, IL",https://www.indeed.com/viewJob?jk=aaf36d35501acaa6
Software Engineer II,Vivid Seats,"Chicago, IL",https://www.indeed.com/viewJob?jk=b7d6fbcb3afa7739
Full Stack Developer - Mid Level,Fooda,"Chicago, IL",https://www.indeed.com/viewJob?jk=97625bf0c13ffaa2
Software Engineer,Citadel Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=523d2a35190a4c9f
Senior Quantitative Researcher/Strategist,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=ea460e98113bf2e0
Network Engineer,IMC Financial Markets,"Chicago, IL",https://www.indeed.com/viewJob?jk=10b2f2b985d7138a
Data Scientist Sr,Anthem,"Chicago, IL",https://www.indeed.com/viewJob?jk=aa383c5944aea68c
Quantitative Developer,Old Mission Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=991ea4469b0d0e84
Senior Solutions Engineer/Architect,BreakFree Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=91218b247bf1f4e7
Network Automation Engineer,Telnyx,"Chicago, IL",https://www.indeed.com/viewJob?jk=670a01b5dd6ea11c
Software Engineer – Data,Morningstar,"Chicago, IL",https://www.indeed.com/viewJob?jk=4d43a1ec69eff364
GIS Database/Applications Specialist,Tetra Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=411ee3702bcf8459
"Manager, Data & Analytics",Kraft Heinz Company,"Chicago, IL",https://www.indeed.com/viewJob?jk=874cac6a33b3ca58
Senior Scientist- Flood Modeling for Impact Forecasting,Aon Corporation,"Chicago, IL",https://www.indeed.com/viewJob?jk=1553355fa73a6bc9
Senior Software Engineer,MessageControl,"Chicago, IL",https://www.indeed.com/viewJob?jk=b2da39953e4d3e7c
Software Engineer in Test,OppLoans,"Chicago, IL",https://www.indeed.com/viewJob?jk=fbab7158d0d6e8bb
Experienced Algorithmic Equities Trader,Avatar Securities,"Chicago, IL",https://www.indeed.com/viewJob?jk=3daa5d868b01799f
SR. DATA ENGINEER,"Foot Locker, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=e3a66eca185a214d
Quality Assurance Automation Tester,Coyote Logistics,"Chicago, IL",https://www.indeed.com/viewJob?jk=461c3dc406f604d4
Data Engineer,Arrive,"Chicago, IL",https://www.indeed.com/viewJob?jk=8f065cdcce2a7735
Systems Engineer,Trading Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=ff919afa19a1c592
Data Scientist,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=b72c3457c546d141
SR. DATA ENGINEER,"Foot Locker, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=e3a66eca185a214d
Quality Assurance Automation Tester,Coyote Logistics,"Chicago, IL",https://www.indeed.com/viewJob?jk=461c3dc406f604d4
Data Engineer,Arrive,"Chicago, IL",https://www.indeed.com/viewJob?jk=8f065cdcce2a7735
Systems Engineer,Trading Technologies,"Chicago, IL",https://www.indeed.com/viewJob?jk=ff919afa19a1c592
Data Scientist,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=b72c3457c546d141
LINUX ADMIN. - KUBERNETES,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=a59d1b238c528495
Linux System Administrator,Steadfast,"Chicago, IL",https://www.indeed.com/viewJob?jk=51bf5b69912ec55f
Frontend Engineer,Network Perception,"Chicago, IL",https://www.indeed.com/viewJob?jk=490714f1bbe161bb
"IT Software Development Internship (Unpaid) – Sept. TBD, 2020",Blackmore Partners Inc.,"Chicago, IL",https://www.indeed.com/viewJob?jk=e6db8c59c5ac458c
Full Stack Developer,Deloitte,"Chicago, IL",https://www.indeed.com/viewJob?jk=4f3dda1bbc69978b
Research Professional - MFR,The University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=66b2e921329e6dee
Software Engineer,Pareto Intelligence,"Chicago, IL",https://www.indeed.com/viewJob?jk=cab1fa5aca8c0c64
Associate Researcher,Chapin Hall at the University of Chicago,"Chicago, IL",https://www.indeed.com/viewJob?jk=5af2f5800befc445
MANAGER OF ACCOUNTING,InspiHER Tech,"Chicago, IL",https://www.indeed.com/viewJob?jk=583adb971cbcd979
NLP Developer,"InspiRD, Inc","Chicago, IL",https://www.indeed.com/viewJob?jk=d55b9ac30d305736
DATA ENGINEER FEATURED,Sinai Health System,"Chicago, IL",https://www.indeed.com/viewJob?jk=6724a4817485b31e
"MANAGER, DIGITAL COMMERCIAL ANALYTICS",Hyatt Corporate Office,"Chicago, IL",https://www.indeed.com/viewJob?jk=5ea071021ea246e5
Senior Integration Data Analyst,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=fc43d8827d080a1a
Splunk Security Architect,GuidePoint Security,"Chicago, IL",https://www.indeed.com/viewJob?jk=14b52b66a4a78744
Sr. Software Developer (Machine Learning),Koch Business Solutions,"Chicago, IL",https://www.indeed.com/viewJob?jk=f03598938119985e
"Senior Software Engineer, C++",DRW Trading Group,"Chicago, IL",https://www.indeed.com/viewJob?jk=24131036766e3c09
Infrastructure Engineer 1,Capgemini,"Chicago, IL",https://www.indeed.com/viewJob?jk=8f970ef0ec47772d
"Director, Advanced Analytics",#TeamGoHealth,"Chicago, IL",https://www.indeed.com/viewJob?jk=bd92dddb2d526353
SIEM Engineer,Allstate,"Northbrook, IL",https://www.indeed.com/viewJob?jk=c1878531900da5fe
DevOps Engineer (RAVN),iManage,"Chicago, IL",https://www.indeed.com/viewJob?jk=d34420b6ae5107ed
Data Scientist,Saggezza,"Chicago, IL",https://www.indeed.com/viewJob?jk=864125f1530c3710
Senior Database Engineer (Remote),New Relic,"Chicago, IL",https://www.indeed.com/viewJob?jk=0495dbb9bd12d263
Python Developer – Middle Office Team Lead,Akuna Capital,"Chicago, IL",https://www.indeed.com/viewJob?jk=d0384f442e4990fb
Senior Software Engineer,Caterpillar,"Chicago, IL",https://www.indeed.com/viewJob?jk=34329e49f65862ae
QA Engineer - New York,Tempus,"Chicago, IL",https://www.indeed.com/viewJob?jk=fa96a2e242a9e22a
RF Research Engineer SME,Leading Edge Worldwide,"Chicago, IL",https://www.indeed.com/viewJob?jk=8e15d729b4bd5748
Data Engineer II,"Grubhub Holdings, Inc.","Chicago, IL",https://www.indeed.com/viewJob?jk=6c84ebb4f2e88008
